property_city,property_state,property_county
ross,TX,Mclennan
satin,TX,Falls
tehuacana,TX,Limestone
thornton,TX,Limestone
valley mills,TX,Bosque
walnut springs,TX,Bosque
west,TX,Mclennan
whitney,TX,Hill
wortham,TX,Freestone
waco,TX,Mclennan
woodway,TX,Mclennan
brownwood,TX,Brown
early,TX,Brown
art,TX,Mason
ballinger,TX,Runnels
bangs,TX,Brown
bend,TX,San Saba
brady,TX,Mcculloch
brookesmith,TX,Brown
burkett,TX,Coleman
castell,TX,Llano
cherokee,TX,San Saba
coleman,TX,Coleman
doole,TX,Mcculloch
eden,TX,Concho
fort mc kavett,TX,Menard
fredonia,TX,Mason
goldthwaite,TX,Mills
gouldbusk,TX,Coleman
hext,TX,Menard
junction,TX,Kimble
lohn,TX,Mcculloch
lometa,TX,Lampasas
london,TX,Kimble
lowake,TX,Concho
mason,TX,Mason
may,TX,Brown
melvin,TX,Mcculloch
menard,TX,Menard
miles,TX,Runnels
millersview,TX,Concho
mullin,TX,Mills
norton,TX,Runnels
paint rock,TX,Concho
pontotoc,TX,Mason
priddy,TX,Mills
richland springs,TX,San Saba
rochelle,TX,Mcculloch
rockwood,TX,Coleman
roosevelt,TX,Kimble
rowena,TX,Runnels
san saba,TX,San Saba
santa anna,TX,Coleman
star,TX,Mills
talpa,TX,Coleman
telegraph,TX,Edwards
valera,TX,Coleman
valley spring,TX,Llano
veribest,TX,Tom Green
voca,TX,Mcculloch
voss,TX,Coleman
zephyr,TX,Brown
san angelo,TX,Tom Green
goodfellow afb,TX,Tom Green
barnhart,TX,Irion
big lake,TX,Reagan
bronte,TX,Coke
carlsbad,TX,Tom Green
christoval,TX,Tom Green
eldorado,TX,Schleicher
eola,TX,Concho
knickerbocker,TX,Tom Green
mereta,TX,Tom Green
mertzon,TX,Irion
ozona,TX,Crockett
robert lee,TX,Coke
silver,TX,Coke
sonora,TX,Sutton
sterling city,TX,Sterling
tennyson,TX,Coke
vancourt,TX,Tom Green
wall,TX,Tom Green
water valley,TX,Tom Green
houston,TX,Harris
conroe,TX,Montgomery
north houston,TX,Harris
montgomery,TX,Montgomery
willis,TX,Montgomery
huntsville,TX,Walker
kingwood,TX,Harris
ace,TX,Polk
cleveland,TX,Liberty
coldspring,TX,San Jacinto
dallardsville,TX,Polk
dobbin,TX,Montgomery
dodge,TX,Walker
goodrich,TX,Polk
huffman,TX,Harris
hufsmith,TX,Harris
humble,TX,Harris
leggett,TX,Polk
livingston,TX,Polk
magnolia,TX,Montgomery
new caney,TX,Montgomery
new waverly,TX,Walker
oakhurst,TX,San Jacinto
onalaska,TX,Polk
pinehurst,TX,Montgomery
plantersville,TX,Grimes
pointblank,TX,San Jacinto
porter,TX,Montgomery
riverside,TX,Walker
romayor,TX,Liberty
rye,TX,Liberty
shepherd,TX,San Jacinto
splendora,TX,Montgomery
spring,TX,Harris
thicket,TX,Hardin
tomball,TX,Harris
votaw,TX,Hardin
bellaire,TX,Harris
bay city,TX,Matagorda
richmond,TX,Fort Bend
cypress,TX,Harris
alief,TX,Harris
altair,TX,Colorado
barker,TX,Harris
cedar lane,TX,Matagorda
beasley,TX,Fort Bend
bellville,TX,Austin
blessing,TX,Matagorda
boling,TX,Wharton
brazoria,TX,Brazoria
brookshire,TX,Waller
chappell hill,TX,Washington
collegeport,TX,Matagorda
damon,TX,Brazoria
danciger,TX,Brazoria
danevang,TX,Wharton
eagle lake,TX,Colorado
east bernard,TX,Wharton
egypt,TX,Wharton
el campo,TX,Wharton
elmaton,TX,Matagorda
fulshear,TX,Fort Bend
garwood,TX,Colorado
glen flora,TX,Wharton
guy,TX,Fort Bend
hempstead,TX,Waller
prairie view,TX,Waller
hockley,TX,Harris
hungerford,TX,Wharton
katy,TX,Harris
kendleton,TX,Fort Bend
kenney,TX,Austin
lane city,TX,Wharton
lissie,TX,Wharton
louise,TX,Wharton
markham,TX,Matagorda
matagorda,TX,Matagorda
midfield,TX,Matagorda
missouri city,TX,Fort Bend
nada,TX,Colorado
needville,TX,Fort Bend
old ocean,TX,Brazoria
orchard,TX,Fort Bend
palacios,TX,Matagorda
pattison,TX,Waller
pierce,TX,Wharton
pledger,TX,Matagorda
rock island,TX,Colorado
rosenberg,TX,Fort Bend
san felipe,TX,Austin
sealy,TX,Austin
sheridan,TX,Colorado
simonton,TX,Fort Bend
stafford,TX,Fort Bend
sugar land,TX,Fort Bend
sweeny,TX,Brazoria
thompsons,TX,Fort Bend
van vleck,TX,Matagorda
wadsworth,TX,Matagorda
waller,TX,Harris
wallis,TX,Austin
west columbia,TX,Brazoria
wharton,TX,Wharton
pasadena,TX,Harris
santa fe,TX,Galveston
alvin,TX,Brazoria
anahuac,TX,Chambers
angleton,TX,Brazoria
bacliff,TX,Galveston
batson,TX,Hardin
baytown,TX,Harris
channelview,TX,Harris
clute,TX,Brazoria
crosby,TX,Harris
daisetta,TX,Liberty
danbury,TX,Brazoria
dayton,TX,Liberty
deer park,TX,Harris
devers,TX,Liberty
dickinson,TX,Galveston
freeport,TX,Brazoria
fresno,TX,Fort Bend
friendswood,TX,Galveston
galena park,TX,Harris
galveston,TX,Galveston
hankamer,TX,Chambers
hardin,TX,Liberty
highlands,TX,Harris
hitchcock,TX,Galveston
hull,TX,Liberty
kemah,TX,Galveston
lake jackson,TX,Brazoria
la marque,TX,Galveston
la porte,TX,Harris
league city,TX,Galveston
liberty,TX,Liberty
liverpool,TX,Brazoria
manvel,TX,Brazoria
mont belvieu,TX,Chambers
pearland,TX,Brazoria
raywood,TX,Liberty
rosharon,TX,Brazoria
saratoga,TX,Hardin
seabrook,TX,Harris
south houston,TX,Harris
texas city,TX,Galveston
wallisville,TX,Chambers
webster,TX,Harris
bridge city,TX,Orange
buna,TX,Jasper
china,TX,Jefferson
deweyville,TX,Newton
evadale,TX,Jasper
fred,TX,Tyler
gilchrist,TX,Galveston
groves,TX,Jefferson
hamshire,TX,Jefferson
high island,TX,Galveston
hillister,TX,Tyler
kountze,TX,Hardin
mauriceville,TX,Orange
nederland,TX,Jefferson
nome,TX,Jefferson
orange,TX,Orange
orangefield,TX,Orange
port arthur,TX,Jefferson
port bolivar,TX,Galveston
port neches,TX,Jefferson
sabine pass,TX,Jefferson
silsbee,TX,Hardin
lumberton,TX,Hardin
sour lake,TX,Hardin
spurger,TX,Tyler
stowell,TX,Chambers
vidor,TX,Orange
village mills,TX,Hardin
warren,TX,Tyler
winnie,TX,Chambers
beaumont,TX,Jefferson
bryan,TX,Brazos
anderson,TX,Grimes
bedias,TX,Grimes
brenham,TX,Washington
burton,TX,Washington
caldwell,TX,Burleson
calvert,TX,Robertson
chriesman,TX,Burleson
college station,TX,Brazos
concord,TX,Leon
deanville,TX,Burleson
dime box,TX,Lee
flynn,TX,Leon
franklin,TX,Robertson
gause,TX,Milam
hearne,TX,Robertson
iola,TX,Grimes
kurten,TX,Brazos
lyons,TX,Burleson
madisonville,TX,Madison
marquez,TX,Leon
millican,TX,Brazos
mumford,TX,Robertson
navasota,TX,Grimes
new baden,TX,Robertson
normangee,TX,Leon
north zulch,TX,Madison
richards,TX,Grimes
roans prairie,TX,Grimes
shiro,TX,Grimes
snook,TX,Burleson
somerville,TX,Burleson
washington,TX,Washington
wellborn,TX,Brazos
wheelock,TX,Robertson
victoria,TX,Victoria
austwell,TX,Refugio
bloomington,TX,Victoria
cuero,TX,De Witt
edna,TX,Jackson
fannin,TX,Goliad
francitas,TX,Jackson
ganado,TX,Jackson
goliad,TX,Goliad
hallettsville,TX,Lavaca
hochheim,TX,De Witt
inez,TX,Victoria
la salle,TX,Jackson
la ward,TX,Jackson
lolita,TX,Jackson
mcfaddin,TX,Victoria
meyersville,TX,De Witt
moulton,TX,Lavaca
nursery,TX,Victoria
placedo,TX,Victoria
point comfort,TX,Calhoun
port lavaca,TX,Calhoun
port o connor,TX,Calhoun
seadrift,TX,Calhoun
shiner,TX,Lavaca
sublime,TX,Lavaca
sweet home,TX,Lavaca
telferner,TX,Victoria
thomaston,TX,De Witt
tivoli,TX,Refugio
vanderbilt,TX,Jackson
weesatche,TX,Goliad
westhoff,TX,De Witt
yoakum,TX,Lavaca
artesia wells,TX,La Salle
atascosa,TX,Bexar
bandera,TX,Bandera
bergheim,TX,Kendall
bigfoot,TX,Frio
boerne,TX,Kendall
calliham,TX,Mcmullen
campbellton,TX,Atascosa
castroville,TX,Medina
center point,TX,Kerr
charlotte,TX,Atascosa
christine,TX,Atascosa
comfort,TX,Kendall
cotulla,TX,La Salle
devine,TX,Medina
dilley,TX,Frio
encinal,TX,La Salle
fowlerton,TX,La Salle
george west,TX,Live Oak
helotes,TX,Bexar
hunt,TX,Kerr
ingram,TX,Kerr
jourdanton,TX,Atascosa
kendalia,TX,Kendall
kerrville,TX,Kerr
la coste,TX,Medina
laredo,TX,Webb
leming,TX,Atascosa
lytle,TX,Atascosa
macdona,TX,Bexar
medina,TX,Bandera
mico,TX,Medina
moore,TX,Frio
mountain home,TX,Kerr
natalia,TX,Medina
oakville,TX,Live Oak
pearsall,TX,Frio
peggy,TX,Atascosa
lakehills,TX,Bandera
pipe creek,TX,Bandera
pleasanton,TX,Atascosa
poteet,TX,Atascosa
rio medina,TX,Medina
san ygnacio,TX,Zapata
somerset,TX,Bexar
spring branch,TX,Comal
three rivers,TX,Live Oak
tilden,TX,Mcmullen
von ormy,TX,Bexar
waring,TX,Kendall
whitsett,TX,Live Oak
zapata,TX,Zapata
adkins,TX,Bexar
beeville,TX,Bee
berclair,TX,Goliad
cibolo,TX,Guadalupe
converse,TX,Bexar
ecleto,TX,Karnes
elmendorf,TX,Bexar
falls city,TX,Karnes
floresville,TX,Wilson
geronimo,TX,Guadalupe
gillett,TX,Karnes
hobson,TX,Karnes
karnes city,TX,Karnes
kenedy,TX,Karnes
la vernia,TX,Wilson
leesville,TX,Gonzales
mc queeney,TX,Guadalupe
marion,TX,Guadalupe
mineral,TX,Bee
new braunfels,TX,Comal
canyon lake,TX,Comal
nixon,TX,Gonzales
nordheim,TX,De Witt
normanna,TX,Bee
pandora,TX,Wilson
panna maria,TX,Karnes
pawnee,TX,Bee
pettus,TX,Bee
poth,TX,Wilson
universal city,TX,Bexar
randolph afb,TX,Bexar
runge,TX,Karnes
saint hedwig,TX,Bexar
schertz,TX,Guadalupe
seguin,TX,Guadalupe
smiley,TX,Gonzales
stockdale,TX,Wilson
sutherland springs,TX,Wilson
tuleta,TX,Bee
bulverde,TX,Comal
yorktown,TX,De Witt
san antonio,TX,Bexar
lackland a f b,TX,Bexar
agua dulce,TX,Nueces
alice,TX,Jim Wells
aransas pass,TX,San Patricio
armstrong,TX,Kenedy
banquete,TX,Nueces
bayside,TX,Refugio
benavides,TX,Duval
ben bolt,TX,Jim Wells
bishop,TX,Nueces
bruni,TX,Webb
chapman ranch,TX,Nueces
concepcion,TX,Duval
dinero,TX,Live Oak
driscoll,TX,Nueces
edroy,TX,San Patricio
encino,TX,Brooks
falfurrias,TX,Brooks
freer,TX,Duval
fulton,TX,Aransas
gregory,TX,San Patricio
guerra,TX,Jim Hogg
hebbronville,TX,Jim Hogg
ingleside,TX,San Patricio
kingsville,TX,Kleberg
mathis,TX,San Patricio
mirando city,TX,Webb
odem,TX,San Patricio
oilton,TX,Webb
orange grove,TX,Jim Wells
port aransas,TX,Nueces
portland,TX,San Patricio
premont,TX,Jim Wells
realitos,TX,Duval
refugio,TX,Refugio
riviera,TX,Kleberg
robstown,TX,Nueces
rockport,TX,Aransas
sandia,TX,Jim Wells
san diego,TX,Duval
sarita,TX,Kenedy
sinton,TX,San Patricio
skidmore,TX,Bee
taft,TX,San Patricio
tynan,TX,Bee
woodsboro,TX,Refugio
corpus christi,TX,Nueces
cc,TX,Nueces
mcallen,TX,Hidalgo
alamo,TX,Hidalgo
brownsville,TX,Cameron
combes,TX,Cameron
delmita,TX,Starr
donna,TX,Hidalgo
edcouch,TX,Hidalgo
edinburg,TX,Hidalgo
elsa,TX,Hidalgo
falcon heights,TX,Starr
garciasville,TX,Starr
grulla,TX,Starr
hargill,TX,Hidalgo
harlingen,TX,Cameron
hidalgo,TX,Hidalgo
la blanca,TX,Hidalgo
la feria,TX,Cameron
la joya,TX,Hidalgo
lasara,TX,Willacy
la villa,TX,Hidalgo
linn,TX,Hidalgo
lopeno,TX,Zapata
los ebanos,TX,Hidalgo
los fresnos,TX,Cameron
los indios,TX,Cameron
lozano,TX,Cameron
lyford,TX,Willacy
mercedes,TX,Hidalgo
mission,TX,Hidalgo
olmito,TX,Cameron
penitas,TX,Hidalgo
pharr,TX,Hidalgo
port isabel,TX,Cameron
progreso,TX,Hidalgo
raymondville,TX,Willacy
rio grande city,TX,Starr
rio hondo,TX,Cameron
roma,TX,Starr
salineno,TX,Starr
san benito,TX,Cameron
san isidro,TX,Starr
san juan,TX,Hidalgo
san perlita,TX,Willacy
santa elena,TX,Starr
santa maria,TX,Cameron
santa rosa,TX,Cameron
sebastian,TX,Willacy
sullivan city,TX,Hidalgo
weslaco,TX,Hidalgo
south padre island,TX,Cameron
port mansfield,TX,Willacy
bastrop,TX,Bastrop
belmont,TX,Gonzales
bertram,TX,Burnet
blanco,TX,Blanco
bluffton,TX,Llano
briggs,TX,Burnet
buchanan dam,TX,Llano
buda,TX,Hays
burnet,TX,Burnet
cedar creek,TX,Bastrop
cedar park,TX,Williamson
cost,TX,Gonzales
coupland,TX,Williamson
dale,TX,Caldwell
del valle,TX,Travis
doss,TX,Gillespie
driftwood,TX,Hays
dripping springs,TX,Hays
elgin,TX,Bastrop
fentress,TX,Caldwell
fischer,TX,Comal
fredericksburg,TX,Gillespie
georgetown,TX,Williamson
gonzales,TX,Gonzales
harper,TX,Gillespie
harwood,TX,Gonzales
hutto,TX,Williamson
hye,TX,Blanco
johnson city,TX,Blanco
kingsbury,TX,Guadalupe
kingsland,TX,Llano
kyle,TX,Hays
leander,TX,Williamson
liberty hill,TX,Williamson
llano,TX,Llano
lockhart,TX,Caldwell
luling,TX,Caldwell
mc dade,TX,Bastrop
mc neil,TX,Travis
manchaca,TX,Travis
manor,TX,Travis
marble falls,TX,Burnet
martindale,TX,Caldwell
maxwell,TX,Caldwell
horseshoe bay,TX,Llano
ottine,TX,Gonzales
paige,TX,Bastrop
pflugerville,TX,Travis
prairie lea,TX,Caldwell
red rock,TX,Bastrop
round mountain,TX,Blanco
round rock,TX,Williamson
san marcos,TX,Hays
spicewood,TX,Travis
staples,TX,Guadalupe
stonewall,TX,Gillespie
tow,TX,Llano
walburg,TX,Williamson
weir,TX,Williamson
willow city,TX,Gillespie
wimberley,TX,Hays
wrightsboro,TX,Gonzales
ut,TX,Travis
rmx,TX,Travis
uvalde,TX,Uvalde
asherton,TX,Dimmit
barksdale,TX,Edwards
batesville,TX,Zavala
big wells,TX,Dimmit
brackettville,TX,Kinney
camp wood,TX,Real
carrizo springs,TX,Dimmit
catarina,TX,Dimmit
comstock,TX,Val Verde
concan,TX,Uvalde
crystal city,TX,Zavala
del rio,TX,Val Verde
laughlin afb,TX,Val Verde
d hanis,TX,Medina
dryden,TX,Terrell
eagle pass,TX,Maverick
el indio,TX,Maverick
hondo,TX,Medina
knippa,TX,Uvalde
langtry,TX,Val Verde
la pryor,TX,Zavala
leakey,TX,Real
quemado,TX,Maverick
rio frio,TX,Real
rocksprings,TX,Edwards
sabinal,TX,Uvalde
tarpley,TX,Bandera
utopia,TX,Uvalde
vanderpool,TX,Bandera
yancey,TX,Medina
bleiblerville,TX,Austin
carmine,TX,Fayette
cat spring,TX,Austin
columbus,TX,Colorado
alleyton,TX,Colorado
ellinger,TX,Fayette
fayetteville,TX,Fayette
flatonia,TX,Fayette
giddings,TX,Lee
glidden,TX,Colorado
industry,TX,Austin
la grange,TX,Fayette
ledbetter,TX,Fayette
lexington,TX,Lee
lincoln,TX,Lee
muldoon,TX,Fayette
new ulm,TX,Austin
oakland,TX,Colorado
plum,TX,Fayette
rosanky,TX,Bastrop
round top,TX,Fayette
schulenburg,TX,Fayette
smithville,TX,Bastrop
waelder,TX,Gonzales
warda,TX,Fayette
warrenton,TX,Fayette
weimar,TX,Colorado
west point,TX,Fayette
adrian,TX,Oldham
alanreed,TX,Gray
allison,TX,Wheeler
booker,TX,Lipscomb
borger,TX,Hutchinson
bovina,TX,Parmer
boys ranch,TX,Oldham
briscoe,TX,Wheeler
bushland,TX,Potter
cactus,TX,Moore
canadian,TX,Hemphill
canyon,TX,Randall
channing,TX,Hartley
claude,TX,Armstrong
cotton center,TX,Hale
dalhart,TX,Dallam
darrouzett,TX,Lipscomb
dawn,TX,Deaf Smith
dimmitt,TX,Castro
dumas,TX,Moore
earth,TX,Lamb
edmonson,TX,Hale
farnsworth,TX,Ochiltree
follett,TX,Lipscomb
friona,TX,Parmer
fritch,TX,Hutchinson
groom,TX,Carson
gruver,TX,Hansford
hale center,TX,Hale
happy,TX,Swisher
hart,TX,Castro
hartley,TX,Hartley
hereford,TX,Deaf Smith
higgins,TX,Lipscomb
kerrick,TX,Dallam
kress,TX,Swisher
lazbuddie,TX,Parmer
lefors,TX,Gray
lipscomb,TX,Lipscomb
mclean,TX,Gray
masterson,TX,Moore
miami,TX,Roberts
mobeetie,TX,Wheeler
morse,TX,Hansford
nazareth,TX,Castro
olton,TX,Lamb
pampa,TX,Gray
panhandle,TX,Carson
perryton,TX,Ochiltree
plainview,TX,Hale
sam norwood,TX,Collingsworth
sanford,TX,Hutchinson
shamrock,TX,Wheeler
skellytown,TX,Carson
spearman,TX,Hansford
springlake,TX,Lamb
stinnett,TX,Hutchinson
stratford,TX,Sherman
summerfield,TX,Castro
sunray,TX,Moore
texline,TX,Dallam
tulia,TX,Swisher
umbarger,TX,Randall
vega,TX,Oldham
waka,TX,Ochiltree
wayside,TX,Armstrong
wellington,TX,Collingsworth
wheeler,TX,Wheeler
white deer,TX,Carson
wildorado,TX,Oldham
amarillo,TX,Potter
childress,TX,Childress
afton,TX,Dickens
aiken,TX,Floyd
cee vee,TX,Cottle
chillicothe,TX,Hardeman
clarendon,TX,Donley
crowell,TX,Foard
dickens,TX,Dickens
dodson,TX,Collingsworth
dougherty,TX,Floyd
estelline,TX,Hall
flomot,TX,Motley
floydada,TX,Floyd
guthrie,TX,King
hedley,TX,Donley
lakeview,TX,Hall
lelia lake,TX,Donley
lockney,TX,Floyd
mcadoo,TX,Dickens
matador,TX,Motley
memphis,TX,Hall
odell,TX,Wilbarger
paducah,TX,Cottle
petersburg,TX,Hale
quail,TX,Collingsworth
quanah,TX,Hardeman
quitaque,TX,Briscoe
roaring springs,TX,Motley
silverton,TX,Briscoe
south plains,TX,Floyd
tell,TX,Childress
turkey,TX,Hall
abernathy,TX,Hale
amherst,TX,Lamb
anton,TX,Hockley
bledsoe,TX,Cochran
brownfield,TX,Terry
crosbyton,TX,Crosby
denver city,TX,Yoakum
enochs,TX,Bailey
farwell,TX,Parmer
fieldton,TX,Lamb
idalou,TX,Lubbock
justiceburg,TX,Garza
lamesa,TX,Dawson
levelland,TX,Hockley
littlefield,TX,Lamb
loop,TX,Gaines
lorenzo,TX,Crosby
maple,TX,Bailey
meadow,TX,Terry
morton,TX,Cochran
muleshoe,TX,Bailey
new deal,TX,Lubbock
odonnell,TX,Lynn
pep,TX,Hockley
plains,TX,Yoakum
post,TX,Garza
ralls,TX,Crosby
ropesville,TX,Hockley
seagraves,TX,Gaines
seminole,TX,Gaines
shallowater,TX,Lubbock
slaton,TX,Lubbock
ransom canyon,TX,Lubbock
smyer,TX,Hockley
spade,TX,Lamb
spur,TX,Dickens
sudan,TX,Lamb
sundown,TX,Hockley
tahoka,TX,Lynn
tokio,TX,Yoakum
welch,TX,Dawson
wellman,TX,Terry
whiteface,TX,Cochran
whitharral,TX,Hockley
wilson,TX,Lynn
wolfforth,TX,Lubbock
new home,TX,Lynn
lubbock,TX,Lubbock
anson,TX,Jones
aspermont,TX,Stonewall
avoca,TX,Jones
baird,TX,Callahan
benjamin,TX,Knox
blackwell,TX,Nolan
buffalo gap,TX,Taylor
clyde,TX,Callahan
coahoma,TX,Howard
colorado city,TX,Mitchell
dunn,TX,Scurry
fluvanna,TX,Scurry
girard,TX,Kent
goldsboro,TX,Coleman
hamlin,TX,Jones
haskell,TX,Haskell
hawley,TX,Jones
hermleigh,TX,Scurry
ira,TX,Scurry
jayton,TX,Kent
knox city,TX,Knox
lawn,TX,Taylor
loraine,TX,Mitchell
lueders,TX,Jones
mc caulley,TX,Fisher
maryneal,TX,Nolan
merkel,TX,Taylor
nolan,TX,Nolan
novice,TX,Coleman
o brien,TX,Haskell
old glory,TX,Stonewall
ovalo,TX,Taylor
roby,TX,Fisher
rochester,TX,Haskell
roscoe,TX,Nolan
rotan,TX,Fisher
rule,TX,Haskell
snyder,TX,Scurry
stamford,TX,Jones
sweetwater,TX,Nolan
sylvester,TX,Fisher
trent,TX,Taylor
tuscola,TX,Taylor
tye,TX,Taylor
westbrook,TX,Mitchell
wingate,TX,Runnels
winters,TX,Runnels
abilene,TX,Taylor
dyess afb,TX,Taylor
midland,TX,Midland
ackerly,TX,Martin
andrews,TX,Andrews
balmorhea,TX,Reeves
barstow,TX,Ward
big spring,TX,Howard
coyanosa,TX,Pecos
crane,TX,Crane
forsan,TX,Howard
fort davis,TX,Jeff Davis
fort stockton,TX,Pecos
gail,TX,Borden
garden city,TX,Glasscock
girvin,TX,Pecos
goldsmith,TX,Ector
grandfalls,TX,Ward
imperial,TX,Pecos
iraan,TX,Pecos
kermit,TX,Winkler
knott,TX,Howard
lenorah,TX,Martin
mc camey,TX,Upton
mentone,TX,Loving
midkiff,TX,Upton
monahans,TX,Ward
gardendale,TX,Ector
notrees,TX,Ector
odessa,TX,Ector
orla,TX,Reeves
pecos,TX,Reeves
penwell,TX,Ector
pyote,TX,Ward
rankin,TX,Upton
saragosa,TX,Reeves
sheffield,TX,Pecos
stanton,TX,Martin
tarzan,TX,Martin
toyah,TX,Reeves
toyahvale,TX,Reeves
wickett,TX,Ward
wink,TX,Winkler
anthony,TX,El Paso
alpine,TX,Brewster
big bend national park,TX,Brewster
canutillo,TX,El Paso
clint,TX,El Paso
dell city,TX,Hudspeth
fabens,TX,El Paso
fort hancock,TX,Hudspeth
marathon,TX,Brewster
marfa,TX,Presidio
presidio,TX,Presidio
redford,TX,Presidio
salt flat,TX,Hudspeth
sanderson,TX,Terrell
san elizario,TX,El Paso
sierra blanca,TX,Hudspeth
terlingua,TX,Brewster
tornillo,TX,El Paso
valentine,TX,Presidio
van horn,TX,Culberson
el paso,TX,El Paso
fort bliss,TX,El Paso
wbamc,TX,El Paso
arvada,CO,Jefferson
aurora,CO,Arapahoe
broomfield,CO,Broomfield
commerce city,CO,Adams
dupont,CO,Adams
eldorado springs,CO,Boulder
lafayette,CO,Boulder
louisville,CO,Boulder
westminster,CO,Adams
wheat ridge,CO,Jefferson
agate,CO,Elbert
bennett,CO,Adams
byers,CO,Arapahoe
castle rock,CO,Douglas
deer trail,CO,Arapahoe
elbert,CO,El Paso
elizabeth,CO,Elbert
englewood,CO,Arapahoe
franktown,CO,Douglas
kiowa,CO,Elbert
larkspur,CO,Douglas
littleton,CO,Arapahoe
lone tree,CO,Douglas
louviers,CO,Douglas
monument,CO,El Paso
palmer lake,CO,El Paso
parker,CO,Douglas
sedalia,CO,Douglas
strasburg,CO,Adams
watkins,CO,Adams
denver,CO,Denver
thornton,CO,Adams
boulder,CO,Boulder
golden,CO,Jefferson
alma,CO,Park
bailey,CO,Park
black hawk,CO,Gilpin
bond,CO,Eagle
breckenridge,CO,Summit
buffalo creek,CO,Jefferson
burns,CO,Eagle
central city,CO,Gilpin
clark,CO,Routt
climax,CO,Lake
coalmont,CO,Jackson
como,CO,Park
conifer,CO,Jefferson
cowdrey,CO,Jackson
dillon,CO,Summit
dumont,CO,Clear Creek
evergreen,CO,Jefferson
empire,CO,Clear Creek
fairplay,CO,Park
fraser,CO,Grand
frisco,CO,Summit
georgetown,CO,Clear Creek
granby,CO,Grand
grand lake,CO,Grand
grant,CO,Park
hartsel,CO,Park
hot sulphur springs,CO,Grand
idaho springs,CO,Clear Creek
idledale,CO,Jefferson
indian hills,CO,Jefferson
jamestown,CO,Boulder
jefferson,CO,Park
kittredge,CO,Jefferson
kremmling,CO,Grand
leadville,CO,Lake
mc coy,CO,Eagle
morrison,CO,Jefferson
nederland,CO,Boulder
oak creek,CO,Routt
parshall,CO,Grand
phippsburg,CO,Routt
pine,CO,Jefferson
pinecliffe,CO,Boulder
rand,CO,Jackson
rollinsville,CO,Gilpin
shawnee,CO,Park
silver plume,CO,Clear Creek
steamboat springs,CO,Routt
tabernash,CO,Grand
toponas,CO,Routt
walden,CO,Jackson
ward,CO,Boulder
winter park,CO,Grand
yampa,CO,Routt
silverthorne,CO,Summit
longmont,CO,Boulder
allenspark,CO,Boulder
estes park,CO,Larimer
bellvue,CO,Larimer
berthoud,CO,Larimer
dacono,CO,Weld
drake,CO,Larimer
erie,CO,Boulder
firestone,CO,Weld
fort collins,CO,Larimer
frederick,CO,Weld
glen haven,CO,Larimer
hygiene,CO,Boulder
johnstown,CO,Weld
laporte,CO,Larimer
livermore,CO,Larimer
loveland,CO,Larimer
lyons,CO,Boulder
masonville,CO,Larimer
mead,CO,Weld
milliken,CO,Weld
niwot,CO,Boulder
red feather lakes,CO,Larimer
severance,CO,Weld
timnath,CO,Larimer
wellington,CO,Larimer
windsor,CO,Weld
brighton,CO,Adams
ault,CO,Weld
briggsdale,CO,Weld
carr,CO,Weld
eastlake,CO,Adams
eaton,CO,Weld
evans,CO,Weld
fort lupton,CO,Weld
galeton,CO,Weld
gilcrest,CO,Weld
gill,CO,Weld
greeley,CO,Weld
henderson,CO,Adams
hudson,CO,Weld
keenesburg,CO,Weld
kersey,CO,Weld
la salle,CO,Weld
lucerne,CO,Weld
nunn,CO,Weld
orchard,CO,Morgan
pierce,CO,Weld
platteville,CO,Weld
roggen,CO,Weld
weldona,CO,Morgan
wiggins,CO,Morgan
fort morgan,CO,Morgan
log lane village,CO,Morgan
akron,CO,Washington
amherst,CO,Phillips
atwood,CO,Logan
brush,CO,Morgan
crook,CO,Logan
eckley,CO,Yuma
fleming,CO,Logan
grover,CO,Weld
haxtun,CO,Phillips
hereford,CO,Weld
hillrose,CO,Morgan
holyoke,CO,Phillips
idalia,CO,Yuma
iliff,CO,Logan
julesburg,CO,Sedgwick
lindon,CO,Washington
merino,CO,Logan
new raymer,CO,Weld
otis,CO,Washington
ovid,CO,Sedgwick
padroni,CO,Logan
paoli,CO,Phillips
peetz,CO,Logan
sedgwick,CO,Sedgwick
snyder,CO,Morgan
sterling,CO,Logan
stoneham,CO,Weld
vernon,CO,Yuma
woodrow,CO,Washington
wray,CO,Yuma
yuma,CO,Yuma
anton,CO,Washington
arapahoe,CO,Cheyenne
arriba,CO,Lincoln
bethune,CO,Kit Carson
burlington,CO,Kit Carson
calhan,CO,El Paso
cascade,CO,El Paso
cheyenne wells,CO,Cheyenne
cope,CO,Washington
cripple creek,CO,Teller
divide,CO,Teller
flagler,CO,Kit Carson
florissant,CO,Teller
fountain,CO,El Paso
genoa,CO,Lincoln
green mountain falls,CO,El Paso
guffey,CO,Park
hugo,CO,Lincoln
joes,CO,Yuma
karval,CO,Lincoln
kirk,CO,Yuma
kit carson,CO,Cheyenne
limon,CO,Lincoln
lake george,CO,Park
manitou springs,CO,El Paso
matheson,CO,Elbert
peyton,CO,El Paso
ramah,CO,El Paso
rush,CO,El Paso
seibert,CO,Kit Carson
simla,CO,Elbert
stratton,CO,Kit Carson
usaf academy,CO,El Paso
victor,CO,Teller
vona,CO,Kit Carson
wild horse,CO,Cheyenne
woodland park,CO,Teller
yoder,CO,El Paso
colorado springs,CO,El Paso
csoc,CO,El Paso
cmafb,CO,El Paso
